Series Name,Series Code,Country Name,Country Code,2016 [YR2016]
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islas Vírgenes Británicas,VGB,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Brunei Darussalam,BRN,71.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Bulgaria,BGR,65.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Burkina Faso,BFA,52.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Burundi,BDI,52.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Cabo Verde,CPV,65.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Camboya,KHM,64.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Camerún,CMR,54.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Canadá,CAN,67.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islas Caimán,CYM,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,República Centroafricana,CAF,52.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Chad,TCD,49.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islas del Canal,CHI,67.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Chile,CHL,68.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,China,CHN,72.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Colombia,COL,68.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Comoras,COM,57.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Congo, República Democrática del",COD,50.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Congo, República del",COG,55.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Costa Rica,CRI,69.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Côte d'Ivoire,CIV,54.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Croacia,HRV,66.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Cuba,CUB,69.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Curacao,CUW,64.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Chipre,CYP,70.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,República Checa,CZE,66.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Dinamarca,DNK,64.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Djibouti,DJI,65.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Dominica,DMA,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,República Dominicana,DOM,64.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Ecuador,ECU,64.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Egipto, República Árabe de",EGY,61.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,El Salvador,SLV,64.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Guinea Ecuatorial,GNQ,60.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Eritrea,ERI,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Estonia,EST,64.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Eswatini,SWZ,57.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Etiopía,ETH,54.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islas Feroe,FRO,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Fiji,FJI,65.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Finlandia,FIN,62.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Francia,FRA,62.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Polinesia Francesa,PYF,69.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Gabón,GAB,59.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Gambia,GMB,52.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Georgia,GEO,66.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Alemania,DEU,65.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Ghana,GHA,58.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Gibraltar,GIB,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Grecia,GRC,64.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Groenlandia,GRL,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Granada,GRD,67.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Guam,GUM,65.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Guatemala,GTM,59.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Guinea,GIN,52.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Guinea-Bissau,GNB,54.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Guyana,GUY,65.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Haití,HTI,61.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Honduras,HND,62.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Hong Kong, Región Administrativa Especial",HKG,73.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Hungría,HUN,67.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islandia,ISL,65.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,India,IND,66.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Indonesia,IDN,67.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Irán, República Islámica del",IRN,70.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Iraq,IRQ,57.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Irlanda,IRL,65.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Isla de Man,IMN,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Israel,ISR,60.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Italia,ITA,64.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Jamaica,JAM,67.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Japón,JPN,60.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Jordania,JOR,60.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Kazajstán,KAZ,65.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Kenya,KEN,56.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Kiribati,KIR,61.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Corea, República Popular Democrática de",PRK,69.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Corea, República de",KOR,73.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Kosovo,XKX,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Kuwait,KWT,76.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Kirguistán,KGZ,63.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,República Democrática Popular Lao,LAO,62.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Letonia,LVA,65.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Líbano,LBN,66.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Lesotho,LSO,61.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Liberia,LBR,55.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Libia,LBY,67.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Liechtenstein,LIE,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Lituania,LTU,66.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Luxemburgo,LUX,69.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Región Administrativa Especial de Macao, China",MAC,77.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Madagascar,MDG,55.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Malawi,MWI,52.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Malasia,MYS,69.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Maldivas,MDV,75.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Malí,MLI,49.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Malta,MLT,66.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islas Marshall,MHL,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Mauritania,MRT,56.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Mauricio,MUS,70.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,México,MEX,65.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Micronesia (Estados Federados de),FSM,64.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,República de Moldova,MDA,73.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Mónaco,MCO,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Mongolia,MNG,66.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Montenegro,MNE,67.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Marruecos,MAR,65.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Mozambique,MOZ,51.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Myanmar,MMR,67.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Namibia,NAM,59.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Nauru,NRU,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Nepal,NPL,62.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Países Bajos,NLD,65.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Nueva Caledonia,NCL,67.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Nueva Zelandia,NZL,65.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Nicaragua,NIC,64.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Níger,NER,47.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Nigeria,NGA,53.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Macedonia del Norte,MKD,70.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Mariana,MNP,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Noruega,NOR,65.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Omán,OMN,75.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Pakistán,PAK,60.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Palau,PLW,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Panamá,PAN,64.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Papua Nueva Guinea,PNG,60.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Paraguay,PRY,63.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Perú,PER,65.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Filipinas,PHL,63.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Polonia,POL,68.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Portugal,PRT,65.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Puerto Rico,PRI,65.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Qatar,QAT,85.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Rumania,ROU,67.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Federación de Rusia,RUS,68.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Rwanda,RWA,56.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Samoa,WSM,56.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,San Marino,SMR,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Santo Tomé y Príncipe,STP,54.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Arabia Saudita,SAU,71.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Senegal,SEN,53.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Serbia,SRB,66.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Seychelles,SYC,69.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Sierra Leona,SLE,55.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Singapur,SGP,77.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Sint Maarten (Dutch part),SXM,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,República Eslovaca,SVK,70.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Eslovenia,SVN,66.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islas Salomón,SLB,56.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Somalia,SOM,50.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Sudáfrica,ZAF,65.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Sudán del Sur,SSD,54.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,España,ESP,66.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Sri Lanka,LKA,65.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Saint Kitts y Nevis,KNA,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Santa Lucía,LCA,71.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Isla de San Martín (parte francesa),MAF,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,San Vicente y las Granadinas,VCT,67.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Sudán,SDN,55.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Suriname,SUR,65.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Suecia,SWE,62.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Suiza,CHE,66.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,República Árabe Siria,SYR,63.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Tayikistán,TJK,60.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Tanzanía,TZA,52.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Tailandia,THA,71.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Timor-Leste,TLS,56.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Togo,TGO,55.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Tonga,TON,57.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Trinidad y Tobago,TTO,69.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Túnez,TUN,68.2
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Turquía,TUR,66.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Turkmenistán,TKM,65.0
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islas Turcas y Caicos,TCA,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Tuvalu,TUV,NA
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Uganda,UGA,50.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Ucrania,UKR,68.7
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Emiratos Árabes Unidos,ARE,84.6
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Reino Unido,GBR,64.3
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Estados Unidos,USA,65.9
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Uruguay,URY,64.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Uzbekistán,UZB,67.5
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Vanuatu,VUT,57.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Venezuela,VEN,65.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Viet Nam,VNM,70.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Islas Vírgenes (EE.UU.),VIR,61.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Ribera Occidental y Gaza,PSE,57.4
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,"Yemen, Rep. del",YEM,56.8
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Zambia,ZMB,52.1
Población entre 15 y 64 años de edad (% del total),SP.POP.1564.TO.ZS,Zimbabwe,ZWE,54.5
,,,,
,,,,
,,,,
Data from Database: Indicadores del desarrollo mundial,,,,
Last Updated: 10/28/2019,,,,
